"Transaction Hash","Status","Type","Method ","Block","Age","From","From_NameTag","To","To_NameTag","Amount","Value (USD)","Asset","Txn Fee"
"0xf7418ca1c02e8073bd70088a468312cb53eb39efb106eae4c8497e45130710f2","Success","ERC-20","0x1fe20cbd","24904963","5 mins ago","0xba12222222228d8ba445958a75a0704d566bf2c8","Balancer: Vault","0xbdCBa839EC614A5Ed46c49947741794089668Afb"," ","0.25","$602.93","Wrapped Ether(WETH)","0.00010449"
"0xf47d61848b645b419286955ada93001f77754a6f3274b4c19611f5cb6f9830a1","Success","ERC-20","Swap","24904962","5 mins ago","0xba12222222228d8ba445958a75a0704d566bf2c8","Balancer: Vault","0x4c3ccC98C01103bE72bcfd29e1D2454c98d1A6e3"," ","0.002052","$4.95","Wrapped Ether(WETH)","0.00013926"
"0xf47d61848b645b419286955ada93001f77754a6f3274b4c19611f5cb6f9830a1","Success","ERC-20","Swap","24904962","5 mins ago","0x4c3ccC98C01103bE72bcfd29e1D2454c98d1A6e3"," ","0xba12222222228d8ba445958a75a0704d566bf2c8"," Balancer: Vault","31.887615","$4.96","Stader(SD)","0.00013926"
"0xab4786c859a4a995ba6988bb251c841c6aa279752da2a727a02e3432cfdc2ab5","Success","Tx","Swap","24904961","5 mins ago","0x7dCC00d0Da47e6982672CB1C2481A6943737af45"," ","0xba12222222228d8ba445958a75a0704d566bf2c8"," Balancer: Vault","0.01275","$30.75","Ethereum(ETH)","0.00006446"
"0xab4786c859a4a995ba6988bb251c841c6aa279752da2a727a02e3432cfdc2ab5","Success","Internal Tx","Swap","24904961","5 mins ago","0xba12222222228d8ba445958a75a0704d566bf2c8","Balancer: Vault","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"," Wrapped Ether","0.01275","$30.75","Ethereum(ETH)","0.00006446"
"0x428e4f1346875b1e6ea99964cc6ec3908f16201366deb785c063e00ea65072ad","Success","ERC-20","0x0100afc0","24904961","5 mins ago","0xba12222222228d8ba445958a75a0704d566bf2c8","Balancer: Vault","0x009A8DBaD7000f0000009b002d050058CA881b57"," ","0.000359","$0.87","Wrapped Ether(WETH)","0.00003204"
"0x428e4f1346875b1e6ea99964cc6ec3908f16201366deb785c063e00ea65072ad","Success","ERC-20","0x0100afc0","24904961","5 mins ago","0x009A8DBaD7000f0000009b002d050058CA881b57"," ","0xba12222222228d8ba445958a75a0704d566bf2c8"," Balancer: Vault","0.792282","$0.79","USDC(USDC)","0.00003204"
"0xab4786c859a4a995ba6988bb251c841c6aa279752da2a727a02e3432cfdc2ab5","Success","ERC-20","Swap","24904961","5 mins ago","0xba12222222228d8ba445958a75a0704d566bf2c8","Balancer: Vault","0xa71e0cf4a779d2f53042f5605f63826740832850"," Binance Dep: 0xa71E0c...832850","309.215743","$30.04","Gitcoin(GTC)","0.00006446"
"0xa05c03a399c1a1c6e73fe79203c8b46fd516fefb9022b804409a164002771b4b","Success","ERC-20","0x2b66ea4b","24904955","7 mins ago","0xba12222222228d8ba445958a75a0704d566bf2c8","Balancer: Vault","0x1f2f10d1c40777ae1da742455c65828ff36df387"," jaredfromsubway: MEV Bot 2","0.151847","$450.29","Wrapped liquid staked Ether 2.0(wstETH)","0.0007515"
"0xa05c03a399c1a1c6e73fe79203c8b46fd516fefb9022b804409a164002771b4b","Success","ERC-20","0x2b66ea4b","24904955","7 mins ago","0x1f2f10d1c40777ae1da742455c65828ff36df387","jaredfromsubway: MEV Bot 2","0xba12222222228d8ba445958a75a0704d566bf2c8"," Balancer: Vault","3.92886","$451.50","Aave Token(AAVE)","0.0007515"
"0xc62c041169f520c01d72d9452f7dde1ed11b0bd1d6d964af847690f34aa4052e","Success","ERC-20","0x2b66ea4b","24904953","7 mins ago","0xba12222222228d8ba445958a75a0704d566bf2c8","Balancer: Vault","0x109830a1aaad605bbf02a9dfa7b0b92ec2fb7daa"," Uniswap V3: wstETH 3","0.00196","$5.81","Wrapped liquid staked Ether 2.0(wstETH)","0.00009286"
"0xc62c041169f520c01d72d9452f7dde1ed11b0bd1d6d964af847690f34aa4052e","Success","ERC-20","0x2b66ea4b","24904953","7 mins ago","0x1f2f10d1c40777ae1da742455c65828ff36df387","jaredfromsubway: MEV Bot 2","0xba12222222228d8ba445958a75a0704d566bf2c8"," Balancer: Vault","0.212309","$5.95","Compound(COMP)","0.00009286"
"0x71e3accdcd5a2d1a20420eec92415b963527fb9f8c737df00bed24a27e33a86e","Success","ERC-20","0x2b66ea4b","24904952","7 mins ago","0xba12222222228d8ba445958a75a0704d566bf2c8","Balancer: Vault","0x1f2f10d1c40777ae1da742455c65828ff36df387"," jaredfromsubway: MEV Bot 2","0.007876","$19.00","Wrapped Ether(WETH)","0.00030765"
"0x71e3accdcd5a2d1a20420eec92415b963527fb9f8c737df00bed24a27e33a86e","Success","ERC-20","0x2b66ea4b","24904952","7 mins ago","0x1f2f10d1c40777ae1da742455c65828ff36df387","jaredfromsubway: MEV Bot 2","0xba12222222228d8ba445958a75a0704d566bf2c8"," Balancer: Vault","0.703925","$19.72","Compound(COMP)","0.00030765"
"0x8af0074b809b56c107d8620a405200d36823a186ad058a983f4e4a0c6fc47513","Success","ERC-20","Exec","24904945","9 mins ago","0x5fFD71aDA755Cb2e0635ADDA04FDe47a56FC4DC1"," ","0xba12222222228d8ba445958a75a0704d566bf2c8"," Balancer: Vault","2,873.50936","$2,872.96","USDC(USDC)","0.00062385"
"0x8af0074b809b56c107d8620a405200d36823a186ad058a983f4e4a0c6fc47513","Success","ERC-20","Exec","24904945","9 mins ago","0xba12222222228d8ba445958a75a0704d566bf2c8","Balancer: Vault","0x5fFD71aDA755Cb2e0635ADDA04FDe47a56FC4DC1"," ","2,873.50936","$2,872.96","USDC(USDC)","0.00062385"
"0x5b31ca72d95c26a0182063deae52cf826127e023889b2dc7e70d8223cc44576f","Success","ERC-20","Dag Swap By Order Id","24904931","11 mins ago","0xba12222222228d8ba445958a75a0704d566bf2c8","Balancer: Vault","0x5e1f62dac767b0491e3ce72469c217365d5b48cc"," OKX Labs 1","1.894521","$1.89","Dai Stablecoin(DAI)","0.00039337"
"0x5b31ca72d95c26a0182063deae52cf826127e023889b2dc7e70d8223cc44576f","Success","ERC-20","Dag Swap By Order Id","24904931","11 mins ago","0x4E187d91C39686099fEAf2b57003BF524A2787C6"," ","0xba12222222228d8ba445958a75a0704d566bf2c8"," Balancer: Vault","0.000786","$1.90","Wrapped Ether(WETH)","0.00039337"
"0x1964c490f7bd232a7c3904bdaf0081d647bd42ca2e17206704ce8fb38239808f","Success","ERC-20","0x742a7783","24904931","11 mins ago","0xba12222222228d8ba445958a75a0704d566bf2c8","Balancer: Vault","0xc46fcd651bd6ac11255886feabdcebd58b870c86"," MEV Bot: 0xc46f...c86","0.010471","$25.25","Wrapped Ether(WETH)","0.00022098"
"0x1964c490f7bd232a7c3904bdaf0081d647bd42ca2e17206704ce8fb38239808f","Success","ERC-20","0x742a7783","24904931","11 mins ago","0xc46fcd651bd6ac11255886feabdcebd58b870c86","MEV Bot: 0xc46f...c86","0xba12222222228d8ba445958a75a0704d566bf2c8"," Balancer: Vault","0.915245","$25.65","Compound(COMP)","0.00022098"
"0x97afa4d66e7be237daf12d4a42d27dd12f55508ccddbf7d2909a886c1c731af7","Success","ERC-20","0x742a7783","24904930","12 mins ago","0xba12222222228d8ba445958a75a0704d566bf2c8","Balancer: Vault","0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640"," Uniswap V3: USDC 3","0.010457","$25.22","Wrapped Ether(WETH)","0.00015217"
"0x97afa4d66e7be237daf12d4a42d27dd12f55508ccddbf7d2909a886c1c731af7","Success","ERC-20","0x742a7783","24904930","12 mins ago","0xc46fcd651bd6ac11255886feabdcebd58b870c86","MEV Bot: 0xc46f...c86","0xba12222222228d8ba445958a75a0704d566bf2c8"," Balancer: Vault","50,575.139592","$25.15","Velora(VLR)","0.00015217"
"0x9623020cdb30cdfde71f790cf06dc20d2ed0b09073da86d291d0fbd5ed7162b5","Success","ERC-20","0xc3e51dcb","24904877","22 mins ago","0x92eAE2D4F34F17eB32BF390AF5019a37d375418E"," ","0xba12222222228d8ba445958a75a0704d566bf2c8"," Balancer: Vault","0.004368","$10.54","Wrapped Ether(WETH)","0.0000394"
"0x9623020cdb30cdfde71f790cf06dc20d2ed0b09073da86d291d0fbd5ed7162b5","Success","ERC-20","0xc3e51dcb","24904877","22 mins ago","0xba12222222228d8ba445958a75a0704d566bf2c8","Balancer: Vault","0x92eAE2D4F34F17eB32BF390AF5019a37d375418E"," ","0.004368","$10.54","Wrapped Ether(WETH)","0.0000394"
"0xe1b936e1a45f6bfe93af92ceb8f02269eb71046985a5ca17c65de8842634413b","Success","ERC-20","Liquidate Vaults For Tokens","24904876","22 mins ago","0x7f54F05635d15Cde17A49502fEdB9D1803A3Be8A"," ","0xba12222222228d8ba445958a75a0704d566bf2c8"," Balancer: Vault","728.203402","$16.29","Aura(AURA)","0.0047403"
"0xe1b936e1a45f6bfe93af92ceb8f02269eb71046985a5ca17c65de8842634413b","Success","ERC-20","Liquidate Vaults For Tokens","24904876","22 mins ago","0xba12222222228d8ba445958a75a0704d566bf2c8","Balancer: Vault","0x7f54F05635d15Cde17A49502fEdB9D1803A3Be8A"," ","0.006751","$16.28","Wrapped Ether(WETH)","0.0047403"
"0xe3a3ea98e361fad1733bccc57108dd41bded5516e2353964def331df56ca8f48","Success","ERC-20","0x0ab35bb0","24904875","23 mins ago","0xba12222222228d8ba445958a75a0704d566bf2c8","Balancer: Vault","0x3A6776Ee3d15224E1d2E921080811365a50fde60"," ","0.001937","$4.67","Wrapped Ether(WETH)","0.00004091"
"0xe3a3ea98e361fad1733bccc57108dd41bded5516e2353964def331df56ca8f48","Success","ERC-20","0x0ab35bb0","24904875","23 mins ago","0x3A6776Ee3d15224E1d2E921080811365a50fde60"," ","0xba12222222228d8ba445958a75a0704d566bf2c8"," Balancer: Vault","28.084792","$4.37","Stader(SD)","0.00004091"
"0xc9f2265ef51e934cbce9a226ddea849fcdb571a017bc420a01dc6937fb330e06","Success","ERC-20","0x99999999","24904874","23 mins ago","0xba12222222228d8ba445958a75a0704d566bf2c8","Balancer: Vault","0x06cff7088619c7178f5e14f0b119458d08d2f5ef"," MEV Bot: 0x06cf...5ef","0.000937","$2.26","Wrapped Ether(WETH)","0.00004154"
"0xc9f2265ef51e934cbce9a226ddea849fcdb571a017bc420a01dc6937fb330e06","Success","ERC-20","0x99999999","24904874","23 mins ago","0x06cff7088619c7178f5e14f0b119458d08d2f5ef","MEV Bot: 0x06cf...5ef","0xba12222222228d8ba445958a75a0704d566bf2c8"," Balancer: Vault","13.056896","$2.03","Stader(SD)","0.00004154"
"0xc9f2265ef51e934cbce9a226ddea849fcdb571a017bc420a01dc6937fb330e06","Success","ERC-20","0x99999999","24904874","23 mins ago","0xba12222222228d8ba445958a75a0704d566bf2c8","Balancer: Vault","0x06cff7088619c7178f5e14f0b119458d08d2f5ef"," MEV Bot: 0x06cf...5ef","13.056896","$2.03","Stader(SD)","0.00004154"
"0xc9f2265ef51e934cbce9a226ddea849fcdb571a017bc420a01dc6937fb330e06","Success","ERC-20","0x99999999","24904874","23 mins ago","0x06cff7088619c7178f5e14f0b119458d08d2f5ef","MEV Bot: 0x06cf...5ef","0xba12222222228d8ba445958a75a0704d566bf2c8"," Balancer: Vault","0.000772","$2.02","ETHx(ETHx)","0.00004154"
"0x811d2203ec4f227723199183a9f92eb8b53d47a3327ad5408ef709053633603f","Success","ERC-20","Swap Exact Amount In","24904874","23 mins ago","0xba12222222228d8ba445958a75a0704d566bf2c8","Balancer: Vault","0x6a000f20005980200259b80c5102003040001068"," Velora: Augustus V6.2","27.972501","$4.35","Stader(SD)","0.00006087"
"0x811d2203ec4f227723199183a9f92eb8b53d47a3327ad5408ef709053633603f","Success","ERC-20","Swap Exact Amount In","24904874","23 mins ago","0x00c600b30fb0400701010f4b080409018b9006e0","Velora: Executor","0xba12222222228d8ba445958a75a0704d566bf2c8"," Balancer: Vault","0.001999","$4.82","Wrapped Ether(WETH)","0.00006087"
"0x80d10dafa608683d423856b886d746f3d622ee565b111d2c43480eb7ca69f687","Success","ERC-20","Swap","24904873","23 mins ago","0x4c3ccC98C01103bE72bcfd29e1D2454c98d1A6e3"," ","0xba12222222228d8ba445958a75a0704d566bf2c8"," Balancer: Vault","0.003111","$7.50","Wrapped Ether(WETH)","0.00012229"
"0x80d10dafa608683d423856b886d746f3d622ee565b111d2c43480eb7ca69f687","Success","ERC-20","Swap","24904873","23 mins ago","0xba12222222228d8ba445958a75a0704d566bf2c8","Balancer: Vault","0x1111111254eeb25477b68fb85ed929f73a960582"," Aggregation Router V5","46.868133","$7.29","Stader(SD)","0.00012229"
"0x994cafb42a61ad10aa9e9f44ad3aaaeca919d415091962471ca9626c8b378838","Success","ERC-20","Swap Exact Amount In","24904869","24 mins ago","0x00c600b30fb0400701010f4b080409018b9006e0","Velora: Executor","0xba12222222228d8ba445958a75a0704d566bf2c8"," Balancer: Vault","0.617962","$77.49","Gnosis(GNO)","0.00007461"
"0x994cafb42a61ad10aa9e9f44ad3aaaeca919d415091962471ca9626c8b378838","Success","ERC-20","Swap Exact Amount In","24904869","24 mins ago","0xba12222222228d8ba445958a75a0704d566bf2c8","Balancer: Vault","0x00c600b30fb0400701010f4b080409018b9006e0"," Velora: Executor","403.149575","$76.57","CoW Protocol Token(COW)","0.00007461"
"0xa5af9c0e87a30ceed3de13b06dc98d81e0a7a7c11b81c6b2b5f346744ae28080","Success","ERC-20","0x9d22e818","24904861","26 mins ago","0xba12222222228d8ba445958a75a0704d566bf2c8","Balancer: Vault","0xe42318ea3b998e8355a3da364eb9d48ec725eb45"," Uniswap V3: RPL 4","2.414984","$4.93","Rocket Pool(RPL)","0.00002756"
"0xa5af9c0e87a30ceed3de13b06dc98d81e0a7a7c11b81c6b2b5f346744ae28080","Success","ERC-20","0x9d22e818","24904861","26 mins ago","0x00000000009e50a7ddb7a7b0e2ee6604fd120e49","MEV Bot: 0x000...e49","0xba12222222228d8ba445958a75a0704d566bf2c8"," Balancer: Vault","254.174773","$4.77","SuperRare(RARE)","0.00002756"
"0xedc12d083ac37e228038c677894e1a031d06219562653e17755c0a647bd75b52","Success","ERC-20","0x146ee74d","24904856","27 mins ago","0xba12222222228d8ba445958a75a0704d566bf2c8","Balancer: Vault","0x4c3ccC98C01103bE72bcfd29e1D2454c98d1A6e3"," ","1.766448","$221.50","Gnosis(GNO)","0.0001296"
"0xedc12d083ac37e228038c677894e1a031d06219562653e17755c0a647bd75b52","Success","ERC-20","0x146ee74d","24904856","27 mins ago","0x4c3ccC98C01103bE72bcfd29e1D2454c98d1A6e3"," ","0xba12222222228d8ba445958a75a0704d566bf2c8"," Balancer: Vault","1,158.511267","$220.02","CoW Protocol Token(COW)","0.0001296"
"0xa8f0bdb5ceca06e5789fdb8550b633fdee81b6726f6619589aeefa4c8896018e","Success","ERC-20","0x146ee74d","24904849","28 mins ago","0xba12222222228d8ba445958a75a0704d566bf2c8","Balancer: Vault","0x4c3ccC98C01103bE72bcfd29e1D2454c98d1A6e3"," ","1.711507","$214.61","Gnosis(GNO)","0.00007401"
"0xa8f0bdb5ceca06e5789fdb8550b633fdee81b6726f6619589aeefa4c8896018e","Success","ERC-20","0x146ee74d","24904849","28 mins ago","0x4c3ccC98C01103bE72bcfd29e1D2454c98d1A6e3"," ","0xba12222222228d8ba445958a75a0704d566bf2c8"," Balancer: Vault","1,120.013693","$212.71","CoW Protocol Token(COW)","0.00007401"
"0x00bc915c2b685534a7c98634c56afb1142fa139fd59b960ae75d3b629932b101","Success","ERC-20","0x2b66553e","24904840","30 mins ago","0xba12222222228d8ba445958a75a0704d566bf2c8","Balancer: Vault","0x1f2f10d1c40777ae1da742455c65828ff36df387"," jaredfromsubway: MEV Bot 2","8.345209","$17.02","Rocket Pool(RPL)","0.00007552"
"0x00bc915c2b685534a7c98634c56afb1142fa139fd59b960ae75d3b629932b101","Success","ERC-20","0x2b66553e","24904840","30 mins ago","0x1f2f10d1c40777ae1da742455c65828ff36df387","jaredfromsubway: MEV Bot 2","0xba12222222228d8ba445958a75a0704d566bf2c8"," Balancer: Vault","0.005994","$16.79","Rocket Pool ETH(rETH)","0.00007552"
"0x7d9913e1087bf0486650f11b08ee874824f97d6c04a02c065de606054dbf5dfc","Success","ERC-20","Swap","24904839","30 mins ago","0xba12222222228d8ba445958a75a0704d566bf2c8","Balancer: Vault","0xB33BfC3fBCD135bDf647eae5ED0C05501146a52e"," ","1.938272","$243.04","Gnosis(GNO)","0.00006227"
"0x7d9913e1087bf0486650f11b08ee874824f97d6c04a02c065de606054dbf5dfc","Success","ERC-20","Swap","24904839","30 mins ago","0xB33BfC3fBCD135bDf647eae5ED0C05501146a52e"," ","0xba12222222228d8ba445958a75a0704d566bf2c8"," Balancer: Vault","1,270.571726","$241.30","CoW Protocol Token(COW)","0.00006227"
"0xf0589e0345e3f47fe96b8228ee4bd7c2106f150a096a9c074c4cb260069c332e","Success","ERC-20","Exec","24904833","31 mins ago","0xba12222222228d8ba445958a75a0704d566bf2c8","Balancer: Vault","0x49e55995ef73717895a638074de5af89fa1e301c"," MEV Bot: 0x49e5...01c","0.302356","$729.20","Wrapped Ether(WETH)","0.00030248"
"0xf0589e0345e3f47fe96b8228ee4bd7c2106f150a096a9c074c4cb260069c332e","Success","ERC-20","Exec","24904833","31 mins ago","0x49e55995ef73717895a638074de5af89fa1e301c","MEV Bot: 0x49e5...01c","0xba12222222228d8ba445958a75a0704d566bf2c8"," Balancer: Vault","0.302356","$729.20","Wrapped Ether(WETH)","0.00030248"
"0xf0589e0345e3f47fe96b8228ee4bd7c2106f150a096a9c074c4cb260069c332e","Success","ERC-20","Exec","24904833","31 mins ago","0x49e55995ef73717895a638074de5af89fa1e301c","MEV Bot: 0x49e5...01c","0xba12222222228d8ba445958a75a0704d566bf2c8"," Balancer: Vault","1,439.761462","$1,439.49","USDC(USDC)","0.00030248"
"0xf0589e0345e3f47fe96b8228ee4bd7c2106f150a096a9c074c4cb260069c332e","Success","ERC-20","Exec","24904833","31 mins ago","0xba12222222228d8ba445958a75a0704d566bf2c8","Balancer: Vault","0x49e55995ef73717895a638074de5af89fa1e301c"," MEV Bot: 0x49e5...01c","1,439.761462","$1,439.49","USDC(USDC)","0.00030248"
"0x05e03b8105eaeb94e610a81f87dfe02c3740e11d3d6be8ed556017475a0e5127","Success","Internal Tx","Withdraw VLR And Eth","24904829","32 mins ago","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","Wrapped Ether","0xba12222222228d8ba445958a75a0704d566bf2c8"," Balancer: Vault","0.03346","$80.70","Ethereum(ETH)","0.00005369"
"0x05e03b8105eaeb94e610a81f87dfe02c3740e11d3d6be8ed556017475a0e5127","Success","ERC-20","Withdraw VLR And Eth","24904829","32 mins ago","0xba12222222228d8ba445958a75a0704d566bf2c8","Balancer: Vault","0x40000320d200c110100638040f10500c8f0010b9"," Velora: seVLR Token","646,034.349967","$321.25","Velora(VLR)","0.00005369"
"0x05e03b8105eaeb94e610a81f87dfe02c3740e11d3d6be8ed556017475a0e5127","Success","Internal Tx","Withdraw VLR And Eth","24904829","32 mins ago","0xba12222222228d8ba445958a75a0704d566bf2c8","Balancer: Vault","0x40000320d200c110100638040f10500c8f0010b9"," Velora: seVLR Token","0.03346","$80.70","Ethereum(ETH)","0.00005369"
"0x717d56aaa2931b39667d9b5b72261afb936cb781d0cbc52e5eb05e9e04a86644","Success","ERC-20","Mooo Z1089603480","24904822","33 mins ago","0xba12222222228d8ba445958a75a0704d566bf2c8","Balancer: Vault","0x9008d19f58aabd9ed0d60971565aa8510560ab41"," CoW Protocol: GPv2Settlement","0.831235","$2,004.71","Wrapped Ether(WETH)","0.0001285"
"0x717d56aaa2931b39667d9b5b72261afb936cb781d0cbc52e5eb05e9e04a86644","Success","ERC-20","Mooo Z1089603480","24904822","33 mins ago","0x9008d19f58aabd9ed0d60971565aa8510560ab41","CoW Protocol: GPv2Settlement","0xba12222222228d8ba445958a75a0704d566bf2c8"," Balancer: Vault","12,523.143488","$2,004.18","Balancer(BAL)","0.0001285"
"0x36d4af8a4d8b3fc4a5e01f28280a265ef1e1aa07081a983ecc538ac01cd44ad2","Success","ERC-20","0xc3e51dcb","24904821","34 mins ago","0xC4fc3183b044DFD4bb05Ea050CAc58Db1dd5Ed0d"," ","0xba12222222228d8ba445958a75a0704d566bf2c8"," Balancer: Vault","0.552045","$1,331.38","Wrapped Ether(WETH)","0.00005886"
"0x36d4af8a4d8b3fc4a5e01f28280a265ef1e1aa07081a983ecc538ac01cd44ad2","Success","ERC-20","0xc3e51dcb","24904821","34 mins ago","0xba12222222228d8ba445958a75a0704d566bf2c8","Balancer: Vault","0xC4fc3183b044DFD4bb05Ea050CAc58Db1dd5Ed0d"," ","0.552045","$1,331.38","Wrapped Ether(WETH)","0.00005886"
"0x9b49e438d25b8e9f49017b18ab251d50df4ad79b10cd2cd6bbe3f1630a394d5e","Success","ERC-20","0xc3e51dcb","24904821","34 mins ago","0x84Cc5f0Bc0AA4bf47F3f60628c51Cb1AB2745572"," ","0xba12222222228d8ba445958a75a0704d566bf2c8"," Balancer: Vault","0.505968","$1,220.26","Wrapped Ether(WETH)","0.00003605"
"0x9b49e438d25b8e9f49017b18ab251d50df4ad79b10cd2cd6bbe3f1630a394d5e","Success","ERC-20","0xc3e51dcb","24904821","34 mins ago","0xba12222222228d8ba445958a75a0704d566bf2c8","Balancer: Vault","0x84Cc5f0Bc0AA4bf47F3f60628c51Cb1AB2745572"," ","0.505968","$1,220.26","Wrapped Ether(WETH)","0.00003605"
"0xd07cd2d0b250d8e748db072765dcf4d95dc7b6ddeafad4eea5a9af5b56d45e77","Success","ERC-20","Start","24904815","35 mins ago","0xD6165C7803b99906d3927D0ECdCEAB54D5114238"," ","0xba12222222228d8ba445958a75a0704d566bf2c8"," Balancer: Vault","8.95598","$13.37","Euler(EUL)","0.00004477"
"0xd07cd2d0b250d8e748db072765dcf4d95dc7b6ddeafad4eea5a9af5b56d45e77","Success","ERC-20","Start","24904815","35 mins ago","0xba12222222228d8ba445958a75a0704d566bf2c8","Balancer: Vault","0xD6165C7803b99906d3927D0ECdCEAB54D5114238"," ","0.005563","$13.42","Wrapped Ether(WETH)","0.00004477"
"0x526be42dd0712b4097b801545adbd45a3ebcc2a061efff5d033f30bde5b6cc22","Success","ERC-20","0xe205a51c","24904810","36 mins ago","0xb60d994Ad55807CDE18A228a513741C17bf0d5C8"," ","0xba12222222228d8ba445958a75a0704d566bf2c8"," Balancer: Vault","0.5","$1,205.86","Wrapped Ether(WETH)","0.00010288"
"0x526be42dd0712b4097b801545adbd45a3ebcc2a061efff5d033f30bde5b6cc22","Success","ERC-20","0xe205a51c","24904810","36 mins ago","0xba12222222228d8ba445958a75a0704d566bf2c8","Balancer: Vault","0xb60d994Ad55807CDE18A228a513741C17bf0d5C8"," ","0.5","$1,205.86","Wrapped Ether(WETH)","0.00010288"
"0x3bb98f9b0de0b3cfae152b10fec9eccd254118ada0b8f168327991d26cbd4498","Success","ERC-20","0x2b313f10","24904808","36 mins ago","0xba12222222228d8ba445958a75a0704d566bf2c8","Balancer: Vault","0x1f2f10d1c40777ae1da742455c65828ff36df387"," jaredfromsubway: MEV Bot 2","0.069868","$207.19","Wrapped liquid staked Ether 2.0(wstETH)","0.00017109"
